1,449
1,422
1,393
1,373
1,430
1,400
1,380
1,431
1,406
1,407
1,376
1,423
1,405
1,396
1,375
1,413
1,395
1,388
1,399
1,403
1,369
1,394
1,392
1,406
1,406
1,386
1,366
1,416
1,409
1,374
1,361
1,391
1,393
1,383
1,362
1,439
1,393
1,389
1,379
1,388
1,343
1,378
1,387
1,396
1,380
1,394
1,405
1,381
1,385
1,420
1,368
1,383
1,363
1,413
1,386
1,380
1,385
1,381
1,374
1,389
1,352
1,399
1,394
1,346
1,379
1,402
1,374
1,389
1,393
1,386
1,346
1,370
1,349
1,408
1,369
1,392
1,399
1,377
1,385
1,382
1,362
1,377
1,342
1,379
1,353
1,386
1,370
1,394
1,402
1,403
1,343
1,370
1,345
1,390
1,364
1,367
1,415
1,368
1,359
1,406
1,387
1,328
1,374
1,407
1,383
1,388
1,342
1,385
1,362
1,348
1,354
1,369
1,393
1,364
1,376
1,362
1,318
1,386
1,368
1,365
1,337
1,327
1,416
1,382
1,374
1,364
1,378
1,363
1,333
1,366
1,335
1,315
1,389
1,381
1,387
1,358
1,349
1,321
1,387
1,387
1,288
1,398
1,383
1,371
1,335
1,349
1,363
1,366
1,357
1,364
1,325
1,344
1,392
1,387
1,367
1,357
1,331
1,338
1,333
1,375
1,317
1,364
1,378
1,357
1,349
1,355
1,373
1,310
1,354
1,346
1,334
1,357
1,352
1,347
1,380
1,323
1,328
1,368
1,361
1,359
1,335
1,340
1,287
1,377
1,353
1,379
1,340
1,350
1,333
1,331
1,326
1,358
1,310
1,329
1,345
1,380
1,353
1,330
1,319
1,372
1,313
1,382
1,310
1,334
1,364
1,312
1,347
1,337
1,363
1,376
1,266
1,397
1,336
1,365
1,324
1,335
1,361
1,370
1,335
1,323
1,305
1,358
1,322
1,322
1,317
1,301
1,384
1,329
1,313
1,366
1,304
1,331
1,343
1,352
1,319
1,336
1,354
1,377
1,363
1,306
1,358
1,368
1,341
1,336
1,322
1,318
1,291
1,259
1,327
1,410
1,308
1,355
1,299
1,275
1,367
1,320
1,302
1,390
1,321
1,354
1,311
1,354
1,339
1,330
1,321
1,333
1,318
1,304
1,306
1,360
1,310
1,373
1,299
1,301
1,285
1,330
1,302
1,308
1,336
1,373
1,301
1,302
1,286
1,304
1,290
1,313
1,381
1,346
1,337
1,338
1,323
1,302
1,313
1,291
1,363
1,294
1,297
1,275
1,338
1,356
1,286
1,288
1,302
1,263
1,305
1,282
1,348
1,358
1,301
1,361
1,276
1,310
1,332
1,308
1,345
1,295
1,321
1,308
1,290
1,300
1,285
1,252
1,292
1,320
1,303
1,309
1,311
1,366
1,302
1,376
1,281
1,291
