1,351
1,403
1,390
1,391
1,391
1,382
1,380
1,379
1,385
1,391
1,389
1,355
1,396
1,387
1,386
1,386
1,397
1,350
1,393
1,388
1,377
1,369
1,387
1,362
1,364
1,402
1,395
1,387
1,380
1,397
1,385
1,372
1,372
1,368
1,358
1,384
1,385
1,390
1,385
1,418
1,325
1,362
1,387
1,362
1,379
1,423
1,381
1,371
1,410
1,397
1,370
1,402
1,366
1,354
1,378
1,374
1,367
1,395
1,399
1,400
1,365
1,370
1,386
1,372
1,395
1,342
1,427
1,399
1,363
1,383
1,339
1,397
1,396
1,388
1,380
1,375
1,372
1,390
1,363
1,374
1,330
1,392
1,386
1,353
1,389
1,373
1,390
1,366
1,403
1,388
1,325
1,393
1,369
1,401
1,387
1,397
1,378
1,390
1,373
1,365
1,384
1,378
1,375
1,356
1,383
1,378
1,407
1,363
1,379
1,373
1,371
1,375
1,347
1,374
1,387
1,377
1,413
1,390
1,360
1,370
1,347
1,345
1,377
1,398
1,400
1,376
1,385
1,382
1,360
1,371
1,379
1,368
1,368
1,367
1,339
1,411
1,374
1,372
1,401
1,381
1,361
1,384
1,365
1,381
1,338
1,376
1,391
1,362
1,383
1,406
1,346
1,354
1,341
1,409
1,368
1,383
1,398
1,386
1,372
1,365
1,323
1,377
1,387
1,392
1,379
1,388
1,367
1,369
1,364
1,403
1,390
1,393
1,368
1,369
1,384
1,386
1,343
1,387
1,331
1,377
1,366
1,400
1,390
1,374
1,377
1,369
1,357
1,334
1,374
1,378
1,357
1,363
1,368
1,323
1,393
1,396
1,418
1,370
1,358
1,370
1,380
1,362
1,363
1,367
1,381
1,367
1,380
1,367
1,390
1,373
1,364
1,367
1,358
1,380
1,358
1,375
1,393
1,362
1,387
1,366
1,358
1,371
1,397
1,370
1,369
1,349
1,380
1,367
1,387
1,359
1,385
1,350
1,374
1,380
1,396
1,394
1,359
1,339
1,354
1,389
1,361
1,349
1,373
1,339
1,374
1,387
1,401
1,367
1,360
1,397
1,355
1,367
1,356
1,389
1,370
1,364
1,351
1,381
1,404
1,367
1,333
1,375
1,358
1,359
1,397
1,404
1,392
1,347
1,376
1,348
1,322
1,390
1,321
1,370
1,348
1,421
1,380
1,389
1,368
1,378
1,346
1,362
1,372
1,332
1,370
1,372
1,396
1,380
1,388
1,369
1,353
1,358
1,372
1,346
1,363
1,381
1,432
1,385
1,343
1,351
1,381
1,386
1,332
1,361
1,351
1,377
1,367
1,350
1,376
1,386
1,324
1,368
1,369
1,350
1,380
1,361
1,385
1,412
1,378
1,356
1,390
1,357
1,317
1,362
1,386
1,428
1,355
1,325
1,374
1,373
1,303
1,377
1,364
1,379
